Rule,Author,Description,Strings,CVE
PassCV_Sabre_Tool_NTScan,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s1 = ""admin$"" fullword ascii",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$x1 = ""ncircTMPg"" fullword ascii",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$x2 = ""~SHELL#"" fullword ascii",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$x3 = ""N.adobe.xm"" fullword ascii",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s1 = ""NEL32.DLL"" fullword ascii",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s2 = ""BitLocker.exe"" fullword wide",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s3 = ""|xtplhd"" fullword ascii /* reversed goodware string 'dhlptx|' */",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s4 = ""SERVICECORE"" fullword wide",CVE not found
PassCV_Sabre_Malware_5,Florian Roth,PassCV Malware mentioned in Cylance Report,"$s5 = ""SHARECONTROL"" fullword wide",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),$magic = { 4d 5a } // MZ,CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string1 = ""www.micro1.zyns.com""",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string2 = ""Mozilla/4.0 (compatible; MSIE 8.0; Win32)""",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string3 = ""msacm32.drv"" wide",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string4 = ""C:\\Windows\\Explorer.exe"" wide",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string5 = ""Elevation:Administrator!"" wide",CVE not found
backdoor_apt_pcclient,@patrickrolsen,Detects the dropper: 869fa4dfdbabfabe87d334f85ddda234 AKA dw20.dll/msacm32.drv dropped by 4a85af37de44daf5917f545c6fd03902 (RTF),"$string6 = ""C:\\Users\\cmd\\Desktop\\msacm32\\Release\\msacm32.pdb""",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$strA = ""pip creat failed"" wide fullword",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$strB = ""CraatePipe"" ascii fullword",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$strC = ""are you there? "" wide fullword",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$strD = ""success kill process ok"" wide fullword",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$strE = ""Vista|08|Win7"" wide fullword",CVE not found
APT_Win_Pipcreat,chort (@chort0),APT backdoor Pipcreat,"$rut = ""are you there!@#$%^&*()_+"" ascii fullword",CVE not found
Trojan_Win32_PlaSrv,Microsoft,Hotpatching Injector,"$Section_name = "".hotp1""",CVE not found
Trojan_Win32_PlaSrv,Microsoft,Hotpatching Injector,$offset_x59 = { C7 80 64 01 00 00 00 00 01 00 },CVE not found
Trojan_Win32_Platual,Microsoft,Installer component,"$class_name = ""AVCObfuscation""",CVE not found
Trojan_Win32_Platual,Microsoft,Installer component,$scrambled_dir = { A8 8B B8 E3 B1 D7 FE 85 51 32 3E C0 F1 B7 73 99 },CVE not found
Trojan_Win32_Plaplex,Microsoft,Variant of the JPin backdoor,"$class_name1 = ""AVCObfuscation""",CVE not found
Trojan_Win32_Plaplex,Microsoft,Variant of the JPin backdoor,"$class_name2 = ""AVCSetiriControl""",CVE not found
Trojan_Win32_Dipsind_B,Microsoft,Dipsind Family,$frg1 = {8D 90 04 01 00 00 33 C0 F2 AE F7 D1 2B F9 8B C1 8B F7 8B FA C1 E9 02 F3 A5 8B C8 83 E1 03 F3 A4 8B 4D EC 8B 15 ?? ?? ?? ?? 89 91 ?? 07 00 00 },CVE not found
Trojan_Win32_Dipsind_B,Microsoft,Dipsind Family,$frg2 = {68 A1 86 01 00 C1 E9 02 F3 AB 8B CA 83 E1 03 F3 AA},CVE not found
Trojan_Win32_Dipsind_B,Microsoft,Dipsind Family,$frg3 = {C0 E8 07 D0 E1 0A C1 8A C8 32 D0 C0 E9 07 D0 E0 0A C8 32 CA 80 F1 63},CVE not found
Trojan_Win32_PlaKeylog_B,Microsoft,Keylogger component,$hook = {C6 06 FF 46 C6 06 25},CVE not found
Trojan_Win32_PlaKeylog_B,Microsoft,Keylogger component,$dasm_engine = {80 C9 10 88 0E 8A CA 80 E1 07 43 88 56 03 80 F9 05},CVE not found
Trojan_Win32_Adupib,Microsoft,Adupib SSL Backdoor,"$str1 = ""POLL_RATE""",CVE not found
Trojan_Win32_Adupib,Microsoft,Adupib SSL Backdoor,"$str2 = ""OP_TIME(end hour)""",CVE not found
Trojan_Win32_Adupib,Microsoft,Adupib SSL Backdoor,"$str3 = ""%d:TCP:*:Enabled""",CVE not found
Trojan_Win32_Adupib,Microsoft,Adupib SSL Backdoor,"$str4 = ""%s[PwFF_cfg%d]""",CVE not found
Trojan_Win32_Adupib,Microsoft,Adupib SSL Backdoor,"$str5 = ""Fake_GetDlgItemTextW: ***value***=""",CVE not found
Trojan_Win32_PlaLsaLog,Microsoft,Loader / possible incomplete LSA Password Filter,$str1 = {8A 1C 01 32 DA 88 1C 01 8B 74 24 0C 41 3B CE 7C EF 5B 5F C6 04 01 00 5E 81 C4 04 01 00 00 C3},CVE not found
Trojan_Win32_PlaLsaLog,Microsoft,Loader / possible incomplete LSA Password Filter,"$str2 = ""PasswordChangeNotify""",CVE not found
Trojan_Win32_Plagon,Microsoft,Dipsind variant,"$str1 = ""VPLRXZHTU""",CVE not found
Trojan_Win32_Plagon,Microsoft,Dipsind variant,$str2 = {64 6F 67 32 6A 7E 6C},CVE not found
Trojan_Win32_Plagon,Microsoft,Dipsind variant,"$str3 = ""Dqpqftk(Wou\""Isztk)""",CVE not found
Trojan_Win32_Plagon,Microsoft,Dipsind variant,"$str4 = ""StartThreadAtWinLogon""",CVE not found
Trojan_Win32_Plakelog,Microsoft,Raw-input based keylogger,"$str1 = ""<0x02>"" wide",CVE not found
Trojan_Win32_Plakelog,Microsoft,Raw-input based keylogger,"$str2 = ""[CTR-BRK]"" wide",CVE not found
Trojan_Win32_Plakelog,Microsoft,Raw-input based keylogger,"$str3 = ""[/WIN]"" wide",CVE not found
Trojan_Win32_Plakelog,Microsoft,Raw-input based keylogger,$str4 = {8A 16 8A 18 32 DA 46 88 18 8B 15 08 E6 42 00 40 41 3B CA 72 EB 5E 5B},CVE not found
Trojan_Win32_Plainst,Microsoft,Installer component,$str1 = {66 8B 14 4D 18 50 01 10 8B 45 08 66 33 14 70 46 66 89 54 77 FE 66 83 7C 77 FE 00 75 B7 8B 4D FC 89 41 08 8D 04 36 89 41 0C 89 79 04},CVE not found
Trojan_Win32_Plainst,Microsoft,Installer component,$str2 = {4b D3 91 49 A1 80 91 42 83 B6 33 28 36 6B 90 97},CVE not found
Trojan_Win32_Plagicom,Microsoft,Installer component,$str1 = {C6 44 24 ?? 68 C6 44 24 ?? 4D C6 44 24 ?? 53 C6 44 24 ?? 56 C6 44 24 ?? 00},CVE not found
Trojan_Win32_Plagicom,Microsoft,Installer component,"$str2 = ""OUEMM/EMM""",CVE not found
Trojan_Win32_Plagicom,Microsoft,Installer component,$str3 = {85 C9 7E 08 FE 0C 10 40 3B C1 7C F8 C3},CVE not found
Trojan_Win32_Plaklog,Microsoft,Hook-based keylogger,"$str1 = ""++[%s^^unknown^^%s]++""",CVE not found
Trojan_Win32_Plaklog,Microsoft,Hook-based keylogger,"$str2 = ""vtfs43/emm""",CVE not found
Trojan_Win32_Plaklog,Microsoft,Hook-based keylogger,$str3 = {33 C9 39 4C 24 08 7E 10 8B 44 24 04 03 C1 80 00 08 41 3B 4C 24 08 7C F0 C3},CVE not found
Trojan_Win32_Plapiio,Microsoft,JPin backdoor,"$str1 = ""ServiceMain""",CVE not found
Trojan_Win32_Plapiio,Microsoft,JPin backdoor,"$str2 = ""Startup""",CVE not found
Trojan_Win32_Plapiio,Microsoft,JPin backdoor,$str3 = {C6 45 ?? 68 C6 45 ?? 4D C6 45 ?? 53 C6 45 ?? 56 C6 45 ?? 6D C6 45 ?? 6D},CVE not found
Trojan_Win32_Plabit,Microsoft,Installer component,$str1 = {4b D3 91 49 A1 80 91 42 83 B6 33 28 36 6B 90 97},CVE not found
Trojan_Win32_Plabit,Microsoft,Installer component,"$str2 = ""GetInstanceW""",CVE not found
Trojan_Win32_Plabit,Microsoft,Installer component,$str3 = {8B D0 83 E2 1F 8A 14 0A 30 14 30 40 3B 44 24 04 72 EE},CVE not found
Trojan_Win32_Placisc2,Microsoft,Dipsind variant,$str1 = {76 16 8B D0 83 E2 07 8A 4C 14 24 8A 14 18 32 D1 88 14 18 40 3B C7 72 EA },CVE not found
Trojan_Win32_Placisc2,Microsoft,Dipsind variant,"$str2 = ""VPLRXZHTU""",CVE not found
Trojan_Win32_Placisc2,Microsoft,Dipsind variant,"$str3 = ""%d) Command:%s""",CVE not found
Trojan_Win32_Placisc2,Microsoft,Dipsind variant,$str4 = {0D 0A 2D 2D 2D 2D 2D 09 2D 2D 2D 2D 2D 2D 0D 0A},CVE not found
Trojan_Win32_Placisc3,Microsoft,Dipsind variant,$str1 = {BA 6E 00 00 00 66 89 95 ?? ?? FF FF B8 73 00 00 00 66 89 85 ?? ?? FF FF B9 64 00 00 00 66 89 8D ?? ?? FF FF BA 65 00 00 00 66 89 95 ?? ?? FF FF B8 6C 00 00 00},CVE not found
Trojan_Win32_Placisc3,Microsoft,Dipsind variant,"$str2 = ""VPLRXZHTU""",CVE not found
Trojan_Win32_Placisc3,Microsoft,Dipsind variant,$str3 = {8B 44 24 ?? 8A 04 01 41 32 C2 3B CF 7C F2 88 03},CVE not found
Trojan_Win32_Placisc4,Microsoft,Installer for Dipsind variant,$str1 = {8D 71 01 8B C6 99 BB 0A 00 00 00 F7 FB 0F BE D2 0F BE 04 39 2B C2 88 04 39 84 C0 74 0A},CVE not found
Trojan_Win32_Placisc4,Microsoft,Installer for Dipsind variant,$str2 = {6A 04 68 00 20 00 00 68 00 00 40 00 6A 00 FF D5},CVE not found
Trojan_Win32_Placisc4,Microsoft,Installer for Dipsind variant,$str3 = {C6 44 24 ?? 64 C6 44 24 ?? 6F C6 44 24 ?? 67 C6 44 24 ?? 32 C6 44 24 ?? 6A},CVE not found
Trojan_Win32_Plakpers,Microsoft,Injector / loader component,"$str1 = ""MyFileMappingObject""",CVE not found
Trojan_Win32_Plakpers,Microsoft,Injector / loader component,"$str2 = ""[%.3u] %s %s %s [%s:"" wide",CVE not found
Trojan_Win32_Plakpers,Microsoft,Injector / loader component,"$str3 = ""%s\\{%s}\\%s"" wide",CVE not found
Trojan_Win32_Plainst2,Microsoft,Zc tool,"$str1 = ""Connected [%s:%d]...""",CVE not found
Trojan_Win32_Plainst2,Microsoft,Zc tool,"$str2 = ""reuse possible: %c""",CVE not found
Trojan_Win32_Plainst2,Microsoft,Zc tool,"$str3 = ""] => %d%%\x0a""",CVE not found
Trojan_Win32_Plakpeer,Microsoft,Zc tool v2,"$str1 = ""@@E0020(%d)"" wide",CVE not found
Trojan_Win32_Plakpeer,Microsoft,Zc tool v2,"$str2 = /exit.{0,3}@exit.{0,3}new.{0,3}query.{0,3}rcz.{0,3}scz/ wide",CVE not found
Trojan_Win32_Plakpeer,Microsoft,Zc tool v2,"$str3 = ""---###---"" wide",CVE not found
Trojan_Win32_Plakpeer,Microsoft,Zc tool v2,"$str4 = ""---@@@---"" wide",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s1 = ""c:\\winnt\\system32\\cmd.exe"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s2 = ""c:\\windows\\system32\\cmd.exe"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s3 = ""c:\\windows\\command.com"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s4 = ""copy \""%s\"" \""%s\"" /Y"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s5 = ""http://%s/files/"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s6 = ""\""%s\"". %s: \""%s\""."" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s7 = ""0x0666"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s8 = ""----------------This_is_a_boundary$"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s9 = ""Server 2012"" fullword ascii /* Goodware String - occured 1 times */",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s10 = ""Server 2008"" fullword ascii /* Goodware String - occured 1 times */",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$s11 = ""Server 2003"" fullword ascii /* Goodware String - occured 1 times */",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a1 = ""net.exe group \""Domain Admins\"" /domain"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a2 = ""net.exe group \""Admins. do Dom"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a3 = ""(SVRID=%d)"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a4 = ""(TG=%d)"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a5 = ""(SVR=%s)"" fullword ascii",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a6 = ""Set-Cookie:\\b*{.+?}\\n"" fullword wide",CVE not found
PoseidonGroup_Malware,Florian Roth,Detects Poseidon Group Malware,"$a7 = ""net.exe localgroup Administradores"" fullword ascii",CVE not found
PoseidonGroup_MalDoc_1,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s1 = ""c:\\cmd32dll.exe"" fullword ascii",CVE not found
PoseidonGroup_MalDoc_2,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s0 = ""{\\*\\generator Msftedit 5.41."" ascii",CVE not found
PoseidonGroup_MalDoc_2,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s1 = ""Attachment 1: Complete Professional Background"" ascii",CVE not found
PoseidonGroup_MalDoc_2,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s2 = ""E-mail:  \\cf1\\ul\\f1""",CVE not found
PoseidonGroup_MalDoc_2,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s3 = ""Education:\\par"" ascii",CVE not found
PoseidonGroup_MalDoc_2,Florian Roth,Detects Poseidon Group - Malicious Word Document,"$s5 = ""@gmail.com"" ascii",CVE not found
PrikormkaDropper,,,$mz = { 4D 5A },CVE not found
PrikormkaDropper,,,"$kd1 = ""KDSTORAGE"" wide",CVE not found
PrikormkaDropper,,,"$kd2 = ""KDSTORAGE_64"" wide",CVE not found
PrikormkaDropper,,,"$kd3 = ""KDRUNDRV32"" wide",CVE not found
PrikormkaDropper,,,"$kd4 = ""KDRAR"" wide",CVE not found
PrikormkaDropper,,,$bin1 = {69 65 04 15 00 14 1E 4A 16 42 08 6C 21 61 24 0F},CVE not found
PrikormkaDropper,,,$bin2 = {76 6F 05 04 16 1B 0D 5E 0D 42 08 6C 20 45 18 16},CVE not found
PrikormkaDropper,,,$bin3 = {4D 00 4D 00 43 00 00 00 67 00 75 00 69 00 64 00 56 00 47 00 41 00 00 00 5F 00 73 00 76 00 67 00},CVE not found
PrikormkaDropper,,,"$inj1 = ""?AVCinj2008Dlg@@"" ascii",CVE not found
PrikormkaDropper,,,"$inj2 = ""?AVCinj2008App@@"" ascii",CVE not found
PrikormkaModule,,,$mz = { 4D 5A },CVE not found
PrikormkaModule,,,$str1 = {6D 70 2E 64 6C 6C 00 53 74 61 72 74 69 6E 67 00},CVE not found
PrikormkaModule,,,$str2 = {68 6C 70 75 63 74 66 2E 64 6C 6C 00 43 79 63 6C 65},CVE not found
PrikormkaModule,,,$str3 = {00 6B 6C 2E 64 6C 6C 00 53 74 61 72 74 69 6E 67 00},CVE not found
PrikormkaModule,,,$str4 = {69 6F 6D 75 73 2E 64 6C 6C 00 53 74 61 72 74 69 6E 67},CVE not found
PrikormkaModule,,,$str5 = {61 74 69 6D 6C 2E 64 6C 6C 00 4B 69 63 6B 49 6E 50 6F 69 6E 74},CVE not found
PrikormkaModule,,,$str6 = {73 6E 6D 2E 64 6C 6C 00 47 65 74 52 65 61 64 79 46 6F 72 44 65 61 64},CVE not found
PrikormkaModule,,,$str7 = {73 63 72 73 68 2E 64 6C 6C 00 47 65 74 52 65 61 64 79 46 6F 72 44 65 61 64},CVE not found
PrikormkaModule,,,$str8 = {50 52 55 5C 17 51 58 17 5E 4A},CVE not found
PrikormkaModule,,,$str9 = {60 4A 55 55 4E 53 58 4B 17 52 57 17 5E 4A},CVE not found
PrikormkaModule,,,$str10 = {55 52 5D 4E 5B 4A 5D 17 51 58 17 5E 4A},CVE not found
PrikormkaModule,,,$str11 = {60 4A 55 55 4E 61 17 51 58 17 5E 4A},CVE not found
PrikormkaModule,,,$str12 = {39 5D 17 1D 1C 0A 3C 57 59 3B 1C 1E 57 58 4C 54 0F},CVE not found
PrikormkaModule,,,"$str13 = ""ZxWinDeffContex"" ascii wide",CVE not found
PrikormkaModule,,,"$str14 = ""Paramore756Contex43"" wide",CVE not found
PrikormkaModule,,,"$str15 = ""Zw_&one@ldrContext43"" wide",CVE not found
PrikormkaModule,,,"$str16 = ""A95BL765MNG2GPRS""",CVE not found
PrikormkaModule,,,"$str17 = ""helpldr.dll"" wide fullword",CVE not found
PrikormkaModule,,,"$str18 = ""swma.dll"" wide fullword",CVE not found
PrikormkaModule,,,"$str19 = ""iomus.dll"" wide fullword",CVE not found
PrikormkaModule,,,"$str20 = ""atiml.dll""  wide fullword",CVE not found
PrikormkaModule,,,"$str21 = ""hlpuctf.dll"" wide fullword",CVE not found
PrikormkaModule,,,"$str22 = ""hauthuid.dll"" ascii wide fullword",CVE not found
PrikormkaModule,,,"$str23 = ""[roboconid][%s]"" ascii fullword",CVE not found
PrikormkaModule,,,"$str24 = ""[objectset][%s]"" ascii fullword",CVE not found
PrikormkaModule,,,"$str25 = ""rbcon.ini"" wide fullword",CVE not found
PrikormkaModule,,,"$str26 = ""%s%02d.%02d.%02d_%02d.%02d.%02d.skw"" ascii fullword",CVE not found
PrikormkaModule,,,"$str27 = ""%02d.%02d.%02d_%02d.%02d.%02d.%02d.rem"" wide fullword",CVE not found
PrikormkaModule,,,"$str28 = "":\\!PROJECTS!\\Mina\\2015\\"" ascii",CVE not found
PrikormkaModule,,,"$str29 = ""\\PZZ\\RMO\\"" ascii",CVE not found
PrikormkaModule,,,"$str30 = "":\\work\\PZZ"" ascii",CVE not found
PrikormkaModule,,,"$str31 = ""C:\\Users\\mlk\\"" ascii",CVE not found
PrikormkaModule,,,"$str32 = "":\\W o r k S p a c e\\"" ascii",CVE not found
PrikormkaModule,,,"$str33 = ""D:\\My\\Projects_All\\2015\\"" ascii",CVE not found
PrikormkaModule,,,"$str34 = ""\\TOOLS PZZ\\Bezzahod\\"" ascii",CVE not found
PrikormkaEarlyVersion,,,$mz = { 4D 5A },CVE not found
PrikormkaEarlyVersion,,,"$str36 = ""IntelRestore"" ascii fullword",CVE not found
PrikormkaEarlyVersion,,,"$str37 = ""Resent"" wide fullword",CVE not found
PrikormkaEarlyVersion,,,"$str38 = ""ocp8.1"" wide fullword",CVE not found
PrikormkaEarlyVersion,,,"$str39 = ""rsfvxd.dat"" ascii fullword",CVE not found
PrikormkaEarlyVersion,,,"$str40 = ""tsb386.dat"" ascii fullword",CVE not found
PrikormkaEarlyVersion,,,"$str41 = ""frmmlg.dat"" ascii fullword",CVE not found
PrikormkaEarlyVersion,,,"$str42 = ""smdhost.dll"" ascii fullword",CVE not found
PrikormkaEarlyVersion,,,"$str43 = ""KDLLCFX"" wide fullword",CVE not found
PrikormkaEarlyVersion,,,"$str44 = ""KDLLRUNDRV"" wide fullword",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$x0 = ""app.stream-media.net"" fullword ascii /* score: '12.03' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$x1 = ""File %s does'nt exist or is forbidden to acess!"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '16.035' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s6 = ""GetProcessAddresss of pHttpQueryInfoA Failed!"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '32.02' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s7 = ""Connect %s error!"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '16.04' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s9 = ""Download file %s successfully!"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '14.03' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s10 = ""index.tmp"" fullword ascii /* score: '14.03' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s11 = ""Execute PE Successfully"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '13.03' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s13 = ""aa/22/success.xml"" fullword ascii /* score: '12.005' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s16 = ""aa/22/index.asp"" fullword ascii /* score: '11.02' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s18 = ""File %s a Non-Pe File"" fullword ascii /* score: '8.04' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s19 = ""SendRequset error!"" fullword ascii /* score: '8.04' */",CVE not found
APT_Malware_PutterPanda_Rel,Florian Roth,Detects an APT malware related to PutterPanda,"$s20 = ""filelist[%d]=%s"" fullword ascii /* score: '7.015' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s0 = ""http://update.konamidata.com/test/zl/sophos/td/result/rz.dat?"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '28.01' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s1 = ""http://update.konamidata.com/test/zl/sophos/td/index.dat?"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '28.01' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s2 = ""Mozilla/4.0 (Compatible; MSIE 6.0;)"" fullword ascii /* PEStudio Blacklist: agent */ /* score: '20.03' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s3 = ""Internet connect error:%d"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '14.035' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s4 = ""Proxy-Authorization:Basic"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '14.02' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s5 = ""HttpQueryInfo failed:%d"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '13.015' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s6 = ""read file error:%d"" fullword ascii /* score: '11.04' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s7 = ""downdll.dll"" fullword ascii /* score: '11.025' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s8 = ""rz.dat"" fullword ascii /* score: '10.005' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s9 = ""Invalid url"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '9.03' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s10 = ""Create file failed"" fullword ascii /* score: '8.045' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s11 = ""myAgent"" fullword ascii /* score: '8.025' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s12 = ""%s%s%d%d"" fullword ascii /* score: '8.005' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s13 = ""down file success"" fullword ascii /* score: '7.035' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s15 = ""error!"" fullword ascii /* score: '6.04' */",CVE not found
APT_Malware_PutterPanda_Rel_2,Florian Roth,APT Malware related to PutterPanda Group,"$s18 = ""Avaliable data:%u bytes"" fullword ascii /* score: '5.025' */",CVE not found
APT_Malware_PutterPanda_PSAPI,Florian Roth,Detects a malware related to Putter Panda,"$s0 = ""LOADER ERROR"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '12.03' */",CVE not found
APT_Malware_PutterPanda_PSAPI,Florian Roth,Detects a malware related to Putter Panda,"$s1 = ""The procedure entry point %s could not be located in the dynamic link library %s"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '8.045' */",CVE not found
APT_Malware_PutterPanda_PSAPI,Florian Roth,Detects a malware related to Putter Panda,"$s2 = ""psapi.dll"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '5' */ /* Goodware String - occured 54 times */",CVE not found
APT_Malware_PutterPanda_PSAPI,Florian Roth,Detects a malware related to Putter Panda,"$s3 = ""urlmon.dll"" fullword ascii /* PEStudio Blacklist: strings */ /* score: '5' */ /* Goodware String - occured 471 times */",CVE not found
